,0
5797,0
5798,3
5799,6
5800,6
5801,4
5802,3
5803,3
5804,3
5805,1
5806,0
5807,1
5808,1
5809,6
5810,1
5811,6
5812,0
5813,3
5814,0
5815,3
5816,3
5817,3
5818,3
5819,3
5820,1
5821,1
5822,3
5823,1
5824,4
5825,1
5826,3
5827,3
5828,4
5829,1
5830,6
5831,4
5832,3
5833,1
5834,3
5835,6
5836,3
5837,4
5838,1
5839,0
5840,4
5841,3
5842,4
5843,0
5844,3
5845,3
5846,3
5847,6
5848,3
5849,3
5850,6
5851,3
5852,1
5853,3
5854,5
5855,3
5856,3
5857,3
5858,3
5859,1
5860,1
5861,1
5862,6
5863,1
5864,0
5865,6
5866,6
5867,6
5868,6
5869,4
5870,3
5871,6
5872,0
5873,6
5874,1
5875,1
5876,4
5877,4
5878,3
5879,3
5880,3
5881,6
5882,4
5883,3
5884,4
5885,3
5886,6
5887,3
5888,3
5889,4
5890,1
5891,6
5892,3
5893,0
5894,0
5895,1
5896,3
5897,4
5898,3
5899,4
5900,1
5901,4
5902,4
5903,3
5904,0
5905,5
5906,3
5907,1
5908,6
5909,1
5910,6
5911,1
5912,4
5913,1
5914,6
5915,3
5916,6
5917,1
5918,3
5919,1
5920,0
5921,6
5922,4
5923,3
5924,3
5925,0
5926,3
5927,1
5928,1
5929,1
5930,3
5931,4
5932,3
5933,3
5934,1
5935,4
5936,0
5937,5
5938,1
5939,1
5940,1
5941,3
5942,3
5943,3
5944,3
5945,3
5946,3
5947,1
5948,3
5949,3
5950,4
5951,1
5952,0
5953,3
5954,3
5955,1
5956,3
5957,4
5958,1
5959,3
5960,3
5961,4
5962,3
5963,1
5964,4
5965,3
5966,3
5967,6
5968,3
5969,0
5970,1
5971,1
5972,3
5973,1
5974,1
5975,3
5976,3
5977,4
5978,1
5979,3
5980,1
5981,3
5982,0
5983,6
5984,1
5985,4
5986,6
5987,3
5988,4
5989,0
5990,2
5991,4
5992,1
5993,1
5994,1
5995,3
5996,3
5997,6
5998,4
5999,1
6000,1
6001,5
6002,3
6003,3
6004,1
6005,1
6006,3
6007,6
6008,0
6009,1
6010,3
6011,3
6012,4
6013,0
6014,3
6015,3
6016,1
6017,3
6018,6
6019,1
6020,4
6021,3
6022,1
6023,1
6024,4
6025,3
6026,3
6027,6
6028,3
6029,3
6030,6
6031,6
6032,3
6033,4
6034,3
6035,1
6036,6
6037,3
6038,3
6039,1
6040,6
6041,3
6042,0
6043,1
6044,4
6045,3
6046,1
6047,0
6048,6
6049,3
6050,3
6051,3
6052,1
6053,1
6054,1
6055,6
6056,0
6057,1
6058,3
6059,1
6060,6
6061,3
6062,1
6063,3
6064,3
6065,3
6066,3
6067,3
6068,6
6069,4
6070,1
6071,3
6072,1
6073,3
6074,3
6075,3
6076,0
6077,3
6078,3
6079,4
6080,3
6081,3
6082,6
6083,1
6084,3
6085,3
6086,6
6087,6
6088,1
6089,3
6090,6
6091,3
6092,1
6093,3
6094,3
6095,0
6096,3
6097,1
6098,1
6099,3
6100,4
6101,1
6102,3
6103,1
6104,6
6105,3
6106,3
6107,3
6108,6
6109,3
6110,0
6111,6
6112,0
6113,6
6114,3
6115,4
6116,0
6117,1
6118,1
6119,4
6120,1
6121,1
6122,4
6123,1
6124,6
6125,6
6126,1
6127,6
6128,3
6129,6
6130,3
6131,0
6132,4
6133,3
6134,4
6135,1
6136,1
6137,3
6138,3
6139,3
6140,1
6141,4
6142,3
6143,6
6144,4
6145,6
6146,3
6147,4
6148,3
6149,4
6150,3
6151,4
6152,3
6153,3
6154,4
6155,3
6156,3
6157,3
6158,6
6159,1
6160,4
6161,3
6162,1
6163,0
6164,3
6165,6
6166,3
6167,1
6168,1
6169,3
6170,3
6171,3
6172,5
6173,6
6174,3
6175,1
6176,1
6177,3
6178,4
6179,4
6180,0
6181,1
6182,3
6183,6
6184,0
6185,3
6186,3
6187,3
6188,1
6189,6
6190,3
6191,0
6192,3
6193,4
6194,0
6195,1
6196,3
6197,3
6198,4
6199,3
6200,0
6201,6
6202,1
6203,4
6204,1
6205,3
6206,4
6207,4
6208,4
6209,0
6210,3
6211,3
6212,1
6213,3
6214,1
6215,0
6216,3
6217,6
6218,6
6219,4
6220,0
6221,3
6222,4
6223,3
6224,6
6225,1
6226,0
6227,3
6228,3
6229,6
6230,1
6231,0
6232,3
6233,3
6234,0
6235,4
6236,3
6237,1
6238,1
6239,1
6240,3
6241,1
6242,5
6243,1
6244,1
6245,3
6246,4
6247,6
6248,4
6249,0
6250,0
6251,1
6252,6
6253,3
6254,3
6255,0
6256,3
6257,6
6258,1
6259,6
6260,3
6261,3
6262,3
6263,6
6264,4
6265,4
6266,3
6267,3
6268,6
6269,4
6270,6
6271,3
6272,0
6273,3
6274,4
6275,3
6276,0
6277,4
6278,6
6279,3
6280,3
6281,3
6282,3
6283,0
6284,4
6285,3
6286,1
6287,3
6288,3
6289,3
6290,3
6291,4
6292,3
6293,3
6294,1
6295,4
6296,1
6297,3
6298,3
6299,1
6300,1
6301,0
6302,1
6303,1
6304,3
6305,3
6306,6
6307,4
6308,6
6309,1
6310,3
6311,3
6312,1
6313,4
6314,3
6315,6
6316,6
6317,0
6318,4
6319,1
6320,0
6321,5
6322,1
6323,6
6324,3
6325,4
6326,1
6327,3
6328,1
6329,1
6330,6
6331,6
6332,6
6333,3
6334,3
6335,1
6336,4
6337,4
6338,1
6339,1
6340,3
6341,0
6342,3
6343,1
6344,3
6345,1
6346,4
6347,4
6348,3
6349,4
6350,3
6351,0
6352,6
6353,3
6354,3
6355,4
6356,1
6357,3
6358,4
6359,3
6360,0
6361,3
6362,3
6363,3
6364,1
6365,0
6366,3
6367,4
6368,0
6369,0
6370,1
6371,6
6372,3
6373,6
6374,3
6375,4
6376,3
6377,6
6378,6
6379,6
6380,3
6381,0
6382,4
6383,3
6384,3
6385,3
6386,4
6387,6
6388,3
6389,0
6390,4
6391,1
6392,4
6393,0
6394,4
6395,4
6396,6
6397,4
6398,4
6399,3
6400,3
6401,0
6402,3
6403,3
6404,1
6405,1
6406,1
6407,3
6408,4
6409,3
6410,4
6411,3
6412,4
6413,3
6414,1
6415,1
6416,4
6417,3
6418,6
6419,3
6420,4
6421,4
6422,3
6423,3
6424,3
6425,6
6426,3
6427,3
6428,6
6429,1
6430,3
6431,3
6432,3
6433,0
6434,4
6435,0
6436,4
6437,3
6438,3
6439,3
6440,3
6441,6
6442,1
6443,3
6444,0
6445,4
6446,0
6447,1
6448,1
6449,4
6450,3
6451,5
6452,1
6453,3
6454,6
6455,3
6456,3
6457,3
6458,1
6459,4
6460,6
6461,3
6462,1
6463,1
6464,1
6465,1
6466,3
6467,0
6468,3
6469,3
6470,3
6471,3
6472,3
6473,3
6474,5
6475,4
6476,1
6477,4
6478,1
6479,3
6480,4
6481,3
6482,3
6483,1
6484,4
6485,0
6486,0
6487,1
6488,3
6489,1
6490,4
6491,4
6492,1
6493,3
6494,1
6495,6
6496,3
6497,1
6498,1
6499,1
6500,3
6501,3
6502,3
6503,3
6504,3
6505,1
6506,0
6507,1
6508,3
6509,4
6510,3
6511,6
6512,4
6513,1
6514,3
6515,6
6516,4
6517,4
6518,4
6519,3
6520,3
6521,0
6522,0
6523,3
6524,4
6525,6
6526,0
6527,0
6528,3
6529,0
6530,3
6531,6
6532,1
6533,1
6534,0
6535,6
6536,3
6537,3
6538,0
6539,0
6540,3
6541,1
6542,3
6543,1
6544,3
6545,3
6546,6
6547,4
6548,3
6549,1
6550,6
6551,4
6552,4
6553,3
6554,6
6555,6
6556,3
6557,3
6558,6
6559,4
6560,0
6561,1
6562,3
6563,6
6564,6
6565,0
6566,3
6567,3
6568,4
6569,4
6570,1
6571,3
6572,0
6573,6
6574,1
6575,6
6576,1
6577,0
6578,4
6579,3
6580,1
6581,3
6582,3
6583,4
6584,6
6585,1
6586,6
6587,1
6588,1
6589,1
6590,4
6591,4
6592,3
6593,3
6594,1
6595,3
6596,1
6597,1
6598,6
6599,3
6600,4
6601,3
6602,3
6603,5
6604,1
6605,0
6606,3
6607,4
6608,1
6609,0
6610,1
6611,6
6612,3
6613,1
6614,0
6615,3
6616,4
6617,4
6618,3
6619,1
6620,3
6621,3
6622,1
6623,3
6624,1
6625,6
6626,4
6627,3
6628,0
6629,3
6630,4
6631,4
6632,6
6633,6
6634,5
6635,4
6636,3
6637,3
6638,3
6639,3
6640,3
6641,3
6642,3
6643,3
6644,0
6645,4
6646,3
6647,4
6648,1
6649,3
6650,3
6651,3
6652,6
6653,1
6654,3
6655,6
6656,0
6657,4
6658,1
6659,3
6660,3
